"","parcelid","bathroomcnt","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","finishedsquarefeet12","fips","fullbathcnt","latitude","longitude","lotsizesquarefeet","propertycountylandusecode","propertylandusetypeid","rawcensustractandblock","regionidcity","regionidcounty","regionidzip","roomcnt","yearbuilt","structuretaxvaluedollarcnt","taxvaluedollarcnt","assessmentyear","landtaxvaluedollarcnt","taxamount"
"2208488",10743952,3,4,3,2702,2702,6037,3,34153002,-118738875,20070,"0101",261,60378003.272003,9840,3101,96336,0,1978,340559,763026,2016,422467,8859.54
"2299266",11094458,2,3,2,1476,1476,6037,2,34233857,-118538360,6933,"0100",261,60371152.022013,12447,3101,96354,0,1952,78139,240982,2016,162843,2939.6
"503017",13997580,2,4,2,1316,1316,6059,2,33805091,-117934768,9450,"122",261,60590876.024001,16764,1286,97021,7,1957,64900,217512,2016,152612,2700.96
"1969559",17197082,3,4,3,2002,2002,6111,3,34276823,-118901478,6500,"1111",261,61110076.122006,25974,2061,97097,7,1981,138647,213288,2016,74641,2366.04
"1697972",14369436,3,4,3,2056,2056,6059,3,33646817,-117674474,6175,"122",261,60590524.243006,32380,1286,96962,8,1985,198721,523153,2016,324432,5427.88
"1577498",14081383,3,3,3,2090,2090,6059,3,33724806,-118064213,6000,"122",261,60590995.145009,25218,1286,96967,6,1976,270935,1137317,2016,866382,12572.9
"1947003",12547657,2,2,2,1162,1162,6037,2,33766900,-118172000,16512,"010E",266,60375766.022001,46298,3101,96236,0,1963,178572,297619,2016,119047,3637.18
"2747372",11455809,2,3,2,1408,1408,6037,2,33971255,-118382907,7920,"0100",261,60372760.002002,12447,3101,96026,0,1949,144789,361987,2016,217198,4562.64
"901118",12164670,1,2,1,800,800,6037,1,34176442,-118147811,10445,"0100",261,60374615.022009,47019,3101,96291,0,1923,72606,363038,2016,290432,4325.84
"1329573",10956399,3,3,3,1746,1746,6037,3,34169613,-118350090,6083,"0100",261,60373112.003003,396054,3101,96437,0,1939,56031,115127,2016,59096,1312.77
"1613491",11079502,3,3,3,1688,1688,6037,3,34243707,-118611354,13082,"0101",261,60371132.371013,12447,3101,96346,0,1973,222767,355193,2016,132426,4440.22
"2038649",13851002,3,5,3,2305,2305,6059,3,33942225,-117933113,7234,"122",261,60590014.011022,18874,1286,96186,9,1967,143880,311534,2016,167654,3658.22
"417446",11239933,2,4,2,1708,1708,6037,2,34555654,-118091155,7019,"0100",261,60379107.071004,40227,3101,97328,0,2011,194680,243350,2016,48670,4926.07
"1546645",13838156,1.5,3,1.5,1339,1339,6059,1,33765138,-117857497,7080,"122",261,60590754.012008,47568,1286,97006,5,1951,66390,220123,2016,153733,2723.5
"355549",14421264,3,2,3,2592,2592,6059,3,33506388,-117721133,8160,"122",261,60590423.244009,25459,1286,96987,6,1981,347828,976000,2016,628172,9824.32
"2653684",11216651,3,3,3,2443,2443,6037,3,34574287,-118007163,7148,"0100",261,60379107.052002,40227,3101,97330,0,2005,133900,267800,2016,133900,5475.65
"870199",11857736,2,4,2,1426,1426,6037,2,34044828,-118102271,7617,"0100",261,60374826.002023,6021,3101,96497,0,1962,82270,127435,2016,45165,1885.41
"1701606",17273288,2,3,2,1441,1441,6111,2,34180283,-118946340,13501,"1111",261,61110060.003022,34278,2061,96351,6,1964,194657,324427,2016,129770,3442.5
"2747724",11550100,2,2,2,1265,1265,6037,2,34001805,-118462420,6307,"0100",261,60372731.003001,12447,3101,96127,0,1956,98580,492924,2016,394344,6066.46
"133752",11216101,3,3,3,2124,2124,6037,3,34576276,-118014598,7432,"0100",261,60379107.052006,40227,3101,97330,0,2008,206000,257500,2016,51500,5016.4
"368370",13848205,1,1,1,792,792,6059,1,33717364,-117878621,6667,"122",261,60590741.032008,47568,1286,97007,4,1923,16004,168646,2016,152642,2226.82
"397228",12878020,2,3,2,1317,1317,6037,2,34036635,-117735050,8384,"0101",261,60374029.031015,20008,3101,96506,0,1963,107496,175262,2016,67766,2277.63
"1214344",12157375,2,3,2,1784,1784,6037,2,34186394,-118186972,13717,"0100",261,60374607.002015,46080,3101,96271,0,1966,271622,1358122,2016,1086500,15212.07
"2552552",11038134,1,2,1,855,855,6037,1,34255210,-118429924,6425,"0100",261,60371044.031002,12447,3101,96361,0,1950,26899,42824,2016,15925,601.9
"546387",12866071,3,3,3,2074,2074,6037,3,34115320,-117700993,5200,"010D",269,60374018.001011,30908,3101,96469,0,1981,316859,607118,2016,290259,7229.71
"1210584",11058126,2,4,2,1794,1794,6037,2,34270825,-118496260,8570,"0100",261,60371111.002003,12447,3101,96370,0,1960,143702,304207,2016,160505,3784.82
"1480473",11510116,2,3,2,1593,1593,6037,2,33870449,-118399346,5767,"0100",261,60376210.042002,29712,3101,96109,0,1962,61698,126080,2016,64382,1660.46
"2645411",12074281,2,4,2,1672,1672,6037,2,34178718,-118227651,9539,"0101",261,60373007.013004,45457,3101,96327,0,1951,117573,261801,2016,144228,2973.26
"2316584",11858616,2,3,2,1428,1428,6037,2,34024526,-118086783,6453,"0100",261,60375300.031032,25953,3101,96192,0,1961,120670,373375,2016,252705,5651.03
"2430994",17059195,2,3,2,1544,1544,6111,2,34422920,-119289926,5875,"1111",261,61110011.011013,13091,2061,97099,6,1987,251214,418689,2016,167475,5212.28
"2331795",11935644,3,5,3,4529,4529,6037,3,34069088,-118253422,10110,"0100",261,60371976.002005,12447,3101,96007,0,1898,33238,75054,2016,41816,1321
"1437784",12061090,3,2,3,921,921,6037,3,34160800,-118262000,7159,"010E",266,60373012.041004,45457,3101,96321,0,1988,104600,380000,2016,275400,4108.18
"718843",11139770,2,2,2,1159,1159,6037,2,34378000,-118544000,181854,"010C",266,60379203.122006,54311,3101,96352,0,1981,165688,228430,2016,62742,3268.35
"1247272",12863094,2,4,2,1610,1610,6037,2,34117150,-117748549,13549,"0100",261,60374017.012018,30908,3101,96469,0,1962,57553,67052,2016,9499,1335.33
"2794092",11949893,2,2,2,1339,1339,6037,2,34118193,-118266378,7972,"0100",261,60371883.003,12447,3101,96020,0,1925,190441,593027,2016,402586,7201.05
"2344157",11152524,3,5,3,1824,1824,6037,3,34401068,-118468989,7192,"0100",261,60379200.421001,54311,3101,96352,0,1965,3e+05,440000,2016,140000,5857.8
"240907",10984413,2,3,2,1172,1172,6037,2,34273541,-118400506,7506,"0100",261,60371041.083005,12447,3101,96361,0,1956,68880,219624,2016,150744,2753.51
"1349401",12351219,3,3,3,2352,2352,6037,3,33939131,-118106062,7583,"0100",261,60375510.002002,4406,3101,96101,0,1954,300006,675140,2016,375134,8227.11
"2291447",12970884,1,3,1,1248,1248,6037,1,34136517,-117956729,6542,"0101",261,60374300.024015,24435,3101,96270,0,1952,125707,231261,2016,105554,3256.43
"1516632",13092735,1,3,1,1390,1390,6037,1,34045702,-117920036,7349,"0100",261,60374080.031016,118694,3101,96488,0,1954,123541,316213,2016,192672,3762.54
"2408122",12368878,2,3,2,1188,1188,6037,2,34002596,-118152002,5333,"0100",261,60375323.032026,272578,3101,96021,0,1944,76024,168992,2016,92968,2247.78
"174315",13854205,2,4,2,1279,1279,6059,2,33920444,-117948481,6489,"122",261,60590013.033011,18874,1286,96186,7,1959,31586,55146,2016,23560,869.4
"2658267",11528486,2,3,2,1454,1454,6037,2,34003456,-118408613,4870,"0100",261,60377027.003012,51617,3101,96095,0,1946,53204,100606,2016,47402,1869.89
"1586782",12000810,2,1,2,757,757,6037,2,34087300,-118371000,7356,"010C",266,60377003.004003,48424,3101,96050,0,1980,210254,319948,2016,109694,4009.44
"2877623",11302243,2,4,2,1781,1781,6037,2,34686897,-118072160,15812,"0100",261,60379005.081,5534,3101,97318,0,2013,199340,249149,2016,49809,3967.08
"1021947",12532596,2,3,2,2006,2006,6037,2,33766662,-118139251,6342,"0100",261,60375776.03301,46298,3101,96237,0,1934,114510,455894,2016,341384,5484.89
"2697859",11105403,3,4,3,2353,2353,6037,3,34421113,-118463183,81190,"010D",269,60379200.355004,54311,3101,96374,0,2002,212207,344835,2016,132628,5396.75
"2110081",12333268,2,2,2,1311,1311,6037,2,33936956,-118135587,6657,"0100",261,60375513.003014,4406,3101,96101,0,1946,105514,377468,2016,271954,4628.57
"2629391",11821646,1,3,1,1008,1008,6037,1,34052572,-118175542,4344,"0100",261,60375306.012,17882,3101,96044,0,1955,121300,264218,2016,142918,3619.82
"1374405",10987534,2,4,2,1646,1646,6037,2,34265266,-118402963,7794,"0100",261,60371047.041003,12447,3101,96361,0,1974,124932,173055,2016,48123,2229.76
"554255",11007502,4,6,4,3635,3635,6037,4,34325467,-118426920,15560,"0100",261,60371060.202002,12447,3101,96368,0,1932,198800,671200,2016,472400,8386.91
"2228828",12212735,2,3,2,1380,1380,6037,2,33953518,-118261760,4613,"0100",261,60372400.202007,12447,3101,95983,0,1987,98605,190824,2016,92219,4407
"299556",10726958,2,3,2,1160,1160,6037,2,34186017,-118654219,7970,"0100",261,60371352.033009,12447,3101,96342,0,1960,102000,511000,2016,409000,6301.98
"2170477",12583886,3,5,3,2838,2838,6037,3,33832753,-118268159,5197,"0100",261,60375438.021007,10723,3101,96229,0,1989,245789,451449,2016,205660,5964.06
"1064693",12050455,1,2,1,1557,1557,6037,1,34183861,-118288534,5800,"0100",261,60373014.003001,45457,3101,96320,0,1937,192868,688044,2016,495176,7485.75
"1172930",12988365,1,4,1,1704,1704,6037,1,34080595,-117965631,16114,"0100",261,60374052.021014,10241,3101,96465,0,1927,128051,382803,2016,254752,4805.08
"1347924",11963226,3,3,3,2362,2362,6037,3,34105995,-118217586,7745,"0100",261,60371852.041005,12447,3101,96046,0,1965,112258,315738,2016,203480,3928.78
"680344",12821381,2,4,2,1913,1913,6037,2,33998087,-117986626,41078,"0100",261,60374084.02201,45602,3101,96489,0,1920,195093,407923,2016,212830,4673.44
"1474408",14495419,2.5,3,2.5,1651,1651,6059,2,33637879,-117595927,2688,"122",261,60590320.541016,15554,1286,96993,0,1998,168126,501913,2016,333787,7438.34
"1451259",11642363,8,7,8,14217,14217,6037,8,34076585,-118428795,218524,"0101",261,60372651.002,12447,3101,96005,0,1927,3246783,35714628,2016,32467845,427228.2
"2468568",12590846,2,4,2,1776,1776,6037,2,33821015,-118292673,4601,"0100",261,60375436.021005,118878,3101,96160,0,1977,108862,371361,2016,262499,4810.65
"2503223",14506016,3,4,3,2338,2338,6059,3,33658262,-117619564,5200,"122",261,60590320.493006,15554,1286,96993,0,1995,282125,500537,2016,218412,7586.5
"741805",14008392,1,3,1,1415,1415,6059,1,33790255,-117979634,7495,"122",261,60590880.012012,24832,1286,97048,7,1953,46026,191540,2016,145514,2505.24
"2867537",11683178,4,3,4,4351,4351,6037,4,34042457,-118690959,23359,"0101",261,60378005.041029,12520,3101,96116,0,1977,1034359,2588630,2016,1554271,29994.26
"1381041",12755281,3,3,3,1448,1448,6037,3,33895527,-118079129,5785,"0100",261,60375527.00501,53636,3101,96193,0,1948,114510,224567,2016,110057,3017.05
"1023575",12929521,2,3,2,1232,1232,6037,2,34085648,-117918298,7371,"0100",261,60374056.001007,14542,3101,96523,0,1954,169480,377469,2016,207989,4728.35
"187321",12671561,1,3,1,1165,1165,6037,1,33819709,-118369772,10950,"0100",261,60376512.012002,54722,3101,96163,0,1947,32900,945000,2016,912100,10731.51
"754702",12809901,2,4,2,1576,1576,6037,2,33993507,-117963931,8256,"0100",261,60374086.253006,45602,3101,96489,0,1962,56996,79339,2016,22343,1271.22
"1912867",11419797,1,3,1,1281,1281,6037,1,33905726,-118354976,6346,"0100",261,60376024.02401,42150,3101,96107,0,1947,27730,58559,2016,30829,1184.93
"1312938",17101610,2,4,2,1866,1866,6111,2,34354777,-119061588,6000,"1110",261,61110006.002012,26965,2061,97113,7,1920,135211,171249,2016,36038,1907.64
"1360004",11113418,4,4,4,2917,2917,6037,4,34460810,-118542155,5371,"010D",269,60379201.091042,54311,3101,96377,0,1997,383147,621319,2016,238172,8600.62
"683055",14216510,2,3,2,2149,2149,6059,2,33843597,-117779187,15400,"122",261,60590219.161001,16764,1286,97026,8,1979,159819,290104,2016,130285,3270.02
"1408532",12194811,2,3,2,1356,1356,6037,2,33967817,-118306221,5200,"0100",261,60372379.002008,12447,3101,96028,0,1929,53824,75123,2016,21299,986.84
"2322729",14090728,1.5,3,1.5,1313,1313,6059,1,33765987,-118032194,7865,"122",261,60590999.062,34780,1286,96990,6,1959,66617,489408,2016,422791,5933.4
"2160005",14390493,4,4,4,3656,3656,6059,4,33570545,-117682361,7700,"122",261,60590423.332011,25458,1286,96971,0,1989,365158,863401,2016,498243,8842.9
"2218726",14125641,2.5,4,2.5,2533,2533,6059,2,33846590,-118044013,6500,"122",261,60591101.162004,15237,1286,96183,8,1975,246597,427990,2016,181393,5060.4
"2182812",11945890,2,2,2,901,901,6037,2,34096536,-118276405,3199,"0100",261,60371952.022006,12447,3101,96008,0,1923,127323,635561,2016,508238,7668.96
"474217",14216887,2.5,4,2.5,2039,2039,6059,2,33839644,-117796541,16125,"122",261,60590219.162007,16764,1286,97026,8,1984,182543,683452,2016,500909,7407.58
"1387670",17167110,2,3,2,1537,1537,6111,2,34181557,-119169111,6600,"1111",261,61110039.002013,13150,2061,97104,7,1959,51568,66134,2016,14566,749.4
"2345983",11716939,1,2,1,1131,1131,6037,1,34016181,-118314621,5162,"0100",261,60372314.003006,12447,3101,96043,0,1914,28305,85125,2016,56820,1096.17
"2437173",12168220,3,3,3,1620,1620,6037,3,34202432,-118122843,15338,"0100",261,60374601.002003,30187,3101,96265,0,1972,45334,77614,2016,32280,1354.4
"640098",12135846,4,4,4,3153,3153,6037,4,34139260,-118028784,8085,"010C",266,60374308.011022,50749,3101,96267,0,2000,265509,865799,2016,600290,9989.55
"419255",10785200,2,3,2,1062,1062,6037,2,34195315,-118553397,6048,"0100",261,60371330.001002,12447,3101,96364,0,1951,152242,253944,2016,101702,3152.52
"603663",12340272,2,3,2,1148,1148,6037,2,33905909,-118148758,3545,"0100",261,60375534.002011,4406,3101,96102,0,1928,73000,369000,2016,296000,4590.36
"394644",12261967,3,3,3,1565,1565,6037,3,33891483,-118261429,5101,"0100",261,60375430.004004,24174,3101,96090,0,1956,88695,147704,2016,59009,2153.38
"2767233",12724639,2,3,2,1965,1965,6037,2,33920453,-118092831,6169,"0100",261,60375502.021,53636,3101,96193,0,1968,170556,313850,2016,143294,4175.89
"1531197",12969906,1,3,1,1354,1354,6037,1,34134260,-117979200,8240,"0100",261,60374301.014022,24435,3101,96270,0,1948,216981,364994,2016,148013,4834.83
"2317621",12137779,2,2,2,1490,1490,6037,2,34135772,-118062261,9325,"0100",261,60374307.013003,50749,3101,96268,0,1948,97200,423770,2016,326570,5122
"31887",10917872,2,3,2,1530,1530,6037,2,34142788,-118422079,5476,"0100",261,60371439.022006,12447,3101,96424,0,1939,226260,1131314,2016,905054,13605.73
"2146713",12875155,2,4,2,1504,1504,6037,2,34064274,-117733432,7402,"0100",261,60374027.024002,20008,3101,96507,0,2003,108882,262422,2016,153540,3398.64
"1452473",11978124,2,3,2,1136,1136,6037,2,34122406,-118179483,8148,"0100",261,60371831.013011,12447,3101,96023,0,1960,106222,219878,2016,113656,2684.78
"2005812",12346658,1,2,1,790,790,6037,1,33908659,-118111779,5668,"0100",261,60375532.002003,44116,3101,96208,0,1950,22548,44061,2016,21513,860.4
"2884935",12348954,2,3,2,1261,1261,6037,2,33914413,-118124086,5329,"0100",261,60375518.004002,4406,3101,96102,0,1954,163000,441000,2016,278000,5360.68
"1734832",11679466,2,3,2,2186,2186,6037,2,34039956,-118644111,7350,"0100",261,60378005.041009,12520,3101,96116,0,1955,562804,1573360,2016,1010556,18555.12
"2342183",17255142,2.5,5,2.5,2498,2498,6111,2,34275895,-118751360,6500,"1111",261,61110079.042008,27110,2061,97118,9,1968,277696,462820,2016,185124,5338.84
"384885",14257179,1.5,2,1.5,1080,1080,6059,1,33738785,-117836265,540,"1",261,60590744.082,27491,1286,97016,0,1964,48513,218343,2016,169830,2797.64
"2491962",10814788,3,4,3,2463,2463,6037,3,34144105,-118564037,19419,"0101",261,60371398.021011,12447,3101,96379,0,1969,104361,171029,2016,66668,2365.13
"1380081",12522295,2,3,2,1200,1200,6037,2,33788407,-118094461,7711,"0100",261,60375745.001008,46298,3101,96247,0,1958,125394,507034,2016,381640,6134.45
"1527665",12144537,3,5,3,2253,2253,6037,3,34120841,-118045921,10852,"0101",261,60374317.005008,50749,3101,96268,0,1954,297877,885342,2016,587465,9997.92
"1632941",12356447,1,2,1,884,884,6037,1,33987215,-118178076,4471,"0100",261,60375337.012006,32753,3101,96119,0,1924,77821,309859,2016,232038,4280.92
"1902691",12676142,1,3,1,1158,1158,6037,1,33854534,-118361493,5295,"0100",261,60376505.013017,54722,3101,96161,0,1954,102983,339530,2016,236547,3972.36
"1211587",11429839,2,3,2,1333,1333,6037,2,33914323,-118309957,5601,"0100",261,60376026.002003,45398,3101,96106,0,1955,98654,256901,2016,158247,3240.27
"2925454",11147770,2,3,2,1125,1125,6037,2,34424573,-118425555,177802,"010C",266,60379200.411,54311,3101,96401,0,1980,133231,267316,2016,134085,3621.72
"2350847",12942729,3,3,3,1634,1634,6037,3,34049300,-117963731,5906,"0100",261,60374073.011004,118895,3101,96488,0,1957,86722,204476,2016,117754,2797.23
"1498804",12416951,2,3,2,1167,1167,6037,2,33871850,-118106641,306791,"010C",266,60375545.211034,10774,3101,96206,0,1973,49147,89528,2016,40381,1286.54
"2149932",10992301,3,3,3,1799,1799,6037,3,34268772,-118317112,6043,"0100",261,60371032.00201,12447,3101,96282,0,1983,294300,645000,2016,350700,7902.49
"2391533",11926991,2,3,2,1256,1256,6037,2,34112019,-118070964,7440,"0100",261,60374801.011003,14111,3101,96517,0,1945,97602,138332,2016,40730,1952.37
"725482",12914581,1,3,1,1048,1048,6037,1,34105533,-117901732,6076,"0100",261,60374058.001002,24245,3101,96473,0,1954,59471,297362,2016,237891,3823.71
"2337377",14041432,2,3,2,1309,1309,6059,2,33719259,-118013732,6200,"122",261,60590994.052007,25218,1286,96965,6,1963,69731,636561,2016,566830,7114.06
"2630540",12124219,1,2,1,972,972,6037,1,34142610,-118088042,8516,"0100",261,60374632.001001,47019,3101,96295,0,1941,20897,38482,2016,17585,681.37
"98229",12746170,2,3,2,1296,1296,6037,2,33907072,-118095030,5010,"0100",261,60375521.005002,53636,3101,96193,0,1950,146400,430000,2016,283600,5442.32
"474072",14180082,1,1,1,916,916,6059,1,33870258,-117865005,860,"122",261,60590117.213005,26531,1286,97068,4,1979,78394,123485,2016,45091,1639.4
"202598",12759814,1,3,1,1020,1020,6037,1,33888820,-118080280,5193,"0100",261,60375526.013007,53636,3101,96193,0,1954,70351,134070,2016,63719,2008.51
"2499434",12816714,1,3,1,1326,1326,6037,1,34031951,-117953580,6392,"0100",261,60374072.004005,39306,3101,96488,0,1954,111363,281926,2016,170563,3542.44
"139767",11936147,2,2,2,1330,1330,6037,2,34078389,-118250894,5433,"0100",261,60371973.002,12447,3101,96007,0,1918,131026,393087,2016,262061,4739.14
"1055936",14300254,3,4,3,1800,1800,6059,3,33692044,-117777307,5000,"122",261,60590525.052009,52650,1286,96941,7,1970,108094,331810,2016,223716,3439.6
"694050",12532750,3,3,3,2290,2290,6037,3,33767210,-118137079,6343,"0100",261,60375776.033012,46298,3101,96237,0,1910,205503,689697,2016,484194,8200.28
"1932834",12738894,2,3,2,1445,1445,6037,2,33910097,-118016750,7094,"0100",261,60375040.012008,5465,3101,96190,0,1958,57165,87793,2016,30628,1385.76
"1374036",10883105,1,3,1,1296,1296,6037,1,34188618,-118411272,6953,"0100",261,60371237.004001,12447,3101,96451,0,1947,31661,56695,2016,25034,802.89
"2213121",12059187,3,2,3,1385,1385,6037,3,34166500,-118263000,32248,"010C",266,60373012.032004,45457,3101,96321,0,1977,159105,318210,2016,159105,3464.85
"208346",14026758,2,5,2,1666,1666,6059,2,33683587,-117896066,6000,"122",261,60590639.032007,38032,1286,96958,8,1965,86892,565921,2016,479029,6518.5
"384193",14083669,2,3,2,1240,1240,6059,2,33752822,-118032470,6248,"122",261,60590996.031024,25218,1286,96965,6,1963,58405,518847,2016,460442,5990.26
"2501367",14018775,2,3,2,1592,1592,6059,2,33691071,-117926689,6500,"122",261,60590638.051007,38032,1286,96958,6,1960,106660,365977,2016,259317,4493.42
"2892250",12964517,3,4,3,1830,1830,6037,3,34151186,-117997443,1638,"010D",269,60374310.013,32923,3101,96273,0,2007,312500,628100,2016,315600,8219.89
"1226196",11279918,3,2,3,1215,1215,6037,3,34685969,-118154667,66480,"010C",266,60379007.032001,5534,3101,97317,0,1981,54902,68622,2016,13720,1395.33
"1729544",12640006,2,3,2,1180,1180,6037,2,33798200,-118303000,31014,"010C",266,60372933.021019,12447,3101,96210,0,2006,216000,356000,2016,140000,4369.88
"2752802",12861216,3,4,3,2206,2206,6037,3,33983079,-117942746,8940,"0100",261,60374086.281007,45602,3101,96489,0,1978,143367,199598,2016,56231,2604.62
"972058",11043865,3,3,3,1427,1427,6037,3,34227800,-118457000,41334,"010C",266,60371201.071001,12447,3101,96411,0,1978,72828,86308,2016,13480,1168.94
"1060495",10839099,2,3,2,1326,1326,6037,2,34193179,-118459704,5799,"0100",261,60371278.052,12447,3101,96414,0,1953,42224,66224,2016,24000,840.77
"2683263",11307558,2,4,2,2500,2500,6037,2,34691475,-118196511,7592,"0100",261,60379010.043012,5534,3101,97319,0,2004,198000,297000,2016,99000,4483.85
"127621",12657950,2,3,2,2055,2055,6037,2,33714494,-118305921,6252,"0100",261,60372975.002013,12447,3101,96221,0,1940,94817,134969,2016,40152,1694.65
"1962575",12715582,4,3,4,2198,2198,6037,4,33776921,-118382087,1845,"010D",269,60376704.071004,54053,3101,96122,0,1979,347433,655652,2016,308219,7292.51
"2745253",10817024,3,4,3,2435,2435,6037,3,34154542,-118530370,23036,"0101",261,60371397.03101,12447,3101,96379,0,1955,153905,769548,2016,615643,9498.49
"288721",11889697,4,4,4,3955,3955,6037,4,34128994,-118106015,17920,"0101",261,60374642.005019,54299,3101,96296,0,1948,617683,2050309,2016,1432626,23754.57
"2934749",14275799,5,6,5,3619,3619,6059,5,33614021,-117918859,5220,"122",261,60590629.00102,53571,1286,96981,7,1957,397138,620248,2016,223110,6857.1
"2006416",12494103,1,3,1,1014,1014,6037,1,33821807,-118118991,5529,"0100",261,60375736.019,46298,3101,96242,0,1949,96600,302788,2016,206188,3756.85
"80718",12121809,1,3,1,1440,1440,6037,1,34156234,-118115635,9005,"0100",261,60374627.003009,47019,3101,96294,0,1918,32343,58827,2016,26484,1012.29
"2270383",11397095,2,2,2,1332,1332,6037,2,33972432,-118332643,5729,"0100",261,60376008.021,12447,3101,96137,0,1940,145000,381000,2016,236000,5189.96
"2375975",11715591,2,2,2,1285,1285,6037,2,34018858,-118323935,5816,"0100",261,60372340.003,12447,3101,95999,0,1939,26899,57728,2016,30829,794.23
"648731",12406897,2,2,2,904,904,6037,2,33878561,-118064983,7106,"010C",266,60375545.141003,10774,3101,96206,0,1973,140307,323864,2016,183557,3706.75
"1099302",13914500,2,3,2,1872,1872,6059,2,33855657,-117948743,7000,"122",261,60590111.012017,24812,1286,97041,6,1957,110315,590000,2016,479685,6676.9
"2792324",11482507,3,3,3,1350,1350,6037,3,33911453,-118372821,5001,"0100",261,60376023.021,42150,3101,96107,0,1955,154990,238996,2016,84006,3223.05
"1397104",13032723,2,3,2,1271,1271,6037,2,34141836,-117866955,7004,"0100",261,60374010.022015,11626,3101,96486,0,1928,146013,287142,2016,141129,3515.57
"175066",14022861,2,4,2,1431,1431,6059,2,33715119,-117886325,6400,"122",261,60590741.113,47568,1286,97004,6,1965,78330,210277,2016,131947,2613.54
"923277",14506529,2.5,3,2.5,2352,2352,6059,2,33665119,-117625371,3255,"122",261,60590320.491026,12773,1286,96996,0,1999,259892,627710,2016,367818,6175.56
"1863985",11808506,2,3,2,1290,1290,6037,2,34080700,-118220000,69569,"010C",266,60371990.002024,12447,3101,96012,0,2006,176000,437000,2016,261000,5236.06
"2012142",11008822,2,4,2,2068,2068,6037,2,34314520,-118502956,14920,"0100",261,60371066.03102,12447,3101,96370,0,1979,270230,600513,2016,330283,7531.76
"2147234",12549277,2,2,2,720,720,6037,2,33774500,-118173000,13484,"010C",266,60375765.021,46298,3101,96236,0,1988,74673,124023,2016,49350,1609.94
"105333",17250763,2.5,4,2.5,1818,1818,6111,2,34261376,-118748774,12346,"1111",261,61110080.043002,27110,2061,97118,7,1964,48623,65145,2016,16522,1085.4
"1838638",11448977,2,3,2,1420,1420,6037,2,33860347,-118315413,5202,"0101",261,60376502.004053,54722,3101,96162,0,1959,116465,407315,2016,290850,4813.79
"2137687",11740765,2,3,2,1810,1810,6037,2,34045913,-118366369,6376,"0100",261,60372169.005008,12447,3101,96000,0,1933,54474,80339,2016,25865,1090.29
"839254",11541712,1,3,1,1125,1125,6037,1,33994476,-118423216,5982,"0100",261,60372752.002007,12447,3101,96047,0,1947,176735,831146,2016,654411,9953.27
"20828",12039497,2,3,2,1726,1726,6037,2,34127336,-118268370,4505,"0101",261,60371881.002003,12447,3101,96020,0,1931,184505,462377,2016,277872,5629.95
"1563783",14425666,1.5,3,1.5,1210,1210,6059,1,33484583,-117680992,2205,"122",261,60590423.103013,33840,1286,96985,6,1973,86285,398007,2016,311722,4115.18
"61165",10782851,2,3,2,1170,1170,6037,2,34187152,-118545283,5781,"0100",261,60371331.003,12447,3101,96364,0,1957,276000,459000,2016,183000,5666.1
"1234109",14040711,2.5,3,2.5,2219,2219,6059,2,33717998,-118032055,7140,"122",261,60590994.082,25218,1286,96967,7,1979,228706,420038,2016,191332,4786.24
"438614",12027056,3,3,3,1982,1982,6037,3,34121729,-118360252,7699,"0100",261,60371941.021,12447,3101,96027,0,1956,112906,695633,2016,582727,8452.2
"659359",11201013,2,3,2,1791,1791,6037,2,34576504,-118097062,7243,"0100",261,60379105.022014,40227,3101,97328,0,1954,148000,185000,2016,37000,3060.91
"2380606",12889738,2,4,2,1272,1272,6037,2,34067218,-117778833,7976,"0100",261,60374024.062012,20008,3101,96508,0,1955,70237,178704,2016,108467,2313.27
"1362828",11961547,2,3,2,1402,1402,6037,2,34124807,-118229977,6506,"0100",261,60371861.003019,12447,3101,96046,0,1928,77788,211511,2016,133723,2581.76
"2814106",13923802,2,3,2,1677,1677,6059,2,33845980,-117882141,7950,"122",261,60590864.023009,16764,1286,97025,7,1956,103961,432903,2016,328942,5112.36
"1274275",12168262,3,3,3,1771,1771,6037,3,34190536,-118128936,5928,"0100",261,60374601.003009,30187,3101,96265,0,1953,94399,346284,2016,251885,4251.6
"901861",12347964,2,2,2,1324,1324,6037,2,33902986,-118117093,5635,"0100",261,60375532.005011,44116,3101,96208,0,1956,86989,289475,2016,202486,3699.93
"1324808",14384405,2,3,2,1403,1403,6059,2,33593217,-117716941,4000,"122",261,60590626.343012,37086,1286,96974,0,1987,124953,523394,2016,398441,5303.44
"1328136",17208283,2,4,2,2229,2229,6111,2,34232254,-118873361,8526,"1111",261,61110063.01102,34278,2061,96383,7,1976,293653,587306,2016,293653,6203.74
"1886150",12270194,1,3,1,816,816,6037,1,33921869,-118231828,6570,"0100",261,60375406.001009,24174,3101,96092,0,1945,65300,320000,2016,254700,4291.15
"2233724",14133104,2.5,4,2.5,2334,2334,6059,2,33883613,-117973149,5100,"122",261,60591106.054005,24812,1286,97041,8,1976,163204,736056,2016,572852,8319.74
"1064821",12081720,1,3,1,1042,1042,6037,1,34147705,-118241114,3514,"0100",261,60373020.031011,45457,3101,96325,0,1920,16257,41912,2016,25655,540.91
"1951348",14368371,2.5,4,2.5,2449,2449,6059,2,33638410,-117667015,5304,"122",261,60590320.29201,12773,1286,96962,8,1978,160845,219707,2016,58862,2210.4
