"","parcelid","bathroomcnt","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","finishedsquarefeet12","fips","fullbathcnt","latitude","longitude","lotsizesquarefeet","propertycountylandusecode","propertylandusetypeid","rawcensustractandblock","regionidcity","regionidcounty","regionidzip","roomcnt","yearbuilt","structuretaxvaluedollarcnt","taxvaluedollarcnt","assessmentyear","landtaxvaluedollarcnt","taxamount"
"395313",12709626,2,3,2,1962,1962,6037,2,33773565,-118398680,7548,"0100",261,60376704.132005,54053,3101,96122,0,1963,159972,270768,2015,110796,3690.31
"2603302",10761107,2,4,2,1212,1212,6037,2,34216640,-118524793,5999,"0101",261,60371313.002007,12447,3101,96364,0,1954,116757,383875,2015,267118,5004.81
"1891953",11208293,1,3,1,930,930,6037,1,34582802,-118075012,6539,"0100",261,60379106.012015,40227,3101,97328,0,1954,38751,48363,2015,9612,1469.37
"276804",12854390,2,4,2,1791,1791,6037,2,34017765,-117786382,6911,"0100",261,60374033.213007,24384,3101,96505,0,1988,187326,318568,2015,131242,4180.7
"619858",13094562,2,3,2,1166,1166,6037,2,34039598,-117928794,7598,"0100",261,60374079.002002,118694,3101,96488,0,1964,74470,104978,2015,30508,1512.33
"1343771",11881241,5,8,5,7158,7158,6037,5,34121068,-118155782,30825,"0101",261,60374806.006008,27183,3101,96280,0,1903,1348036,4285941,2015,2937905,49446.94
"1376125",12508696,3,2,3,1214,1214,6037,3,33790402,-118164981,2961,"010D",269,60375734.024013,27103,3101,96234,0,1998,149218,194995,2015,45777,2627.54
"815536",14394219,2.5,4,2.5,2106,2106,6059,2,33582750,-117705856,3960,"1",261,60590423.201017,25458,1286,96974,0,1989,219612,425010,2015,205398,2933.9
"2253719",12611195,3,4,3,2260,2260,6037,3,33796835,-118322802,4873,"0100",261,60376700.034009,53027,3101,96217,0,1987,234187,452535,2015,218348,5772.08
"2390375",14057138,2,4,2,1448,1448,6059,2,33675796,-117950775,6000,"122",261,60590992.162012,25218,1286,96964,7,1964,80706,343057,2015,262351,4014.86
"989962",12675410,2,3,2,1717,1717,6037,2,33855882,-118367852,5193,"0100",261,60376505.021005,54722,3101,96161,0,1954,210588,762924,2015,552336,8910.67
"1242932",12682019,2,4,2,1597,1597,6037,2,33807433,-118368587,6015,"0100",261,60376513.023001,54722,3101,96163,0,1956,46690,110105,2015,63415,1460.43
"735894",12371851,1,2,1,1066,1066,6037,1,34014263,-118141506,4924,"0100",261,60375319.012012,17882,3101,96003,0,1937,76501,267865,2015,191364,3904.85
"1215040",13884513,2,3,2,1414,1414,6059,2,33798918,-117850208,6885,"122",261,60590762.051002,33252,1286,97065,6,1954,76138,262245,2015,186107,3024.98
"2003005",13073213,3,3,3,1772,1772,6037,3,33986317,-117822471,1000746,"010C",266,60374033.242001,24384,3101,96505,0,1989,214655,403490,2015,188835,4879.94
"494509",11478358,3,3,3,1970,1970,6037,3,33898545,-118384801,3870,"010D",269,60376204.001001,19177,3101,96117,0,1987,197100,1185000,2015,987900,14599.6
"29012",10756235,5,4,5,5149,5149,6037,5,34131786,-118675283,18377,"010D",269,60378002.022025,37688,3101,96337,0,2005,894483,1442638,2015,548155,17335
"1943280",12987475,2,3,2,1388,1388,6037,2,34079039,-117979582,8263,"0100",261,60374048.014011,10241,3101,96465,0,1971,118325,299544,2015,181219,3953.7
"802575",10794143,2,2,2,920,920,6037,2,34172700,-118599000,165584,"010E",266,60371371.031,12447,3101,96389,0,1987,118034,306094,2015,188060,3707.58
"1193160",11390173,2,4,2,1664,1664,6037,2,33981949,-118350809,6300,"0100",261,60372351.004017,12447,3101,96024,0,1939,56913,81156,2015,24243,1204.78
"2666966",11948121,2,3,2,2282,2282,6037,2,34106622,-118272583,8449,"0101",261,60371952.011002,12447,3101,96008,0,1948,95905,479554,2015,383649,5917.99
"2772202",12261099,1,3,1,1032,1032,6037,1,33893037,-118251726,8556,"0100",261,60375430.00101,24174,3101,96090,0,1947,86737,181267,2015,94530,3525.07
"1740672",17139425,2,2,2,1441,1441,6111,2,34225141,-118982088,3049,"1128",265,61110053.041014,51239,2061,97091,6,1979,165075,324439,2015,159364,3439.34
"2955478",14077742,7,3,7,5055,5055,6059,7,33723855,-118058116,6000,"122",261,60590995.143,25218,1286,96967,7,1996,611418,1698292,2015,1086874,18882.3
"2822541",14338679,2.5,3,2.5,1670,1670,6059,2,33786834,-117761932,2969,"122",261,60590756.055016,33252,1286,97067,0,1998,179085,376127,2015,197042,4855.04
"2220684",11762124,1,2,1,915,915,6037,1,33991598,-118241026,4799,"0100",261,60372289.002018,12447,3101,96039,0,1923,44416,141924,2015,97508,1868.07
"2375178",13972044,2,3,2,1443,1443,6059,2,33742777,-117949467,6636,"122",261,60590992.042002,34780,1286,96990,6,1964,77598,532429,2015,454831,6445.08
"2206637",12030437,5,5,5,4565,4565,6037,5,34127655,-118340560,35566,"0101",261,60371897.011001,12447,3101,96049,0,1941,679509,870787,2015,191278,10856.99
"274728",12347237,3,3,3,1800,1800,6037,3,33910438,-118118451,7058,"0100",261,60375518.005016,4406,3101,96102,0,1949,202145,372419,2015,170274,6660.81
"218466",13867558,2.5,4,2.5,1745,1745,6059,2,33880686,-117905311,9541,"122",261,60590114.021014,24812,1286,97039,7,1957,49732,76256,2015,26524,1109.14
"279899",14371076,2,3,2,1344,1344,6059,2,33633648,-117690763,7360,"122",261,60590524.162006,32380,1286,96962,6,1968,72658,426401,2015,353743,4579.8
"2849027",12813241,2,4,2,1614,1614,6037,2,33993390,-117944842,5908,"0100",261,60374086.241013,45602,3101,96489,0,1972,155269,250814,2015,95545,3167.05
"2318825",11225491,2,3,2,1629,1629,6037,2,34570239,-117941575,39881,"0108",261,60379100.012009,29189,3101,97323,0,2004,190400,254000,2015,63600,3342.15
"1171208",14100239,2.5,3,2.5,1933,1933,6059,2,33798821,-118014193,2600,"122",261,60591100.111015,44833,1286,96185,7,1973,153747,558494,2015,404747,6453.66
"1014576",11323007,2,4,2,2036,2036,6037,2,34612159,-118293567,65063,"0100",261,60379012.131083,40227,3101,97329,0,1963,147722,191237,2015,43515,2461.67
"2159441",11250006,2,3,2,1595,1595,6037,2,34611122,-117817109,22050,"0100",261,60379001.041001,40227,3101,97344,0,1984,85678,107097,2015,21419,1469.24
"118378",11214773,3,4,3,2418,2418,6037,3,34577578,-118039487,8865,"0100",261,60379107.131,40227,3101,97330,0,2006,163250,204061,2015,40811,3855.13
"253753",17270284,2.5,4,2.5,1910,1910,6111,2,34179471,-118945925,8928,"1111",261,61110059.011001,34278,2061,96351,7,1965,257765,515530,2015,257765,5507.82
"595827",17251327,5,4,5,2870,2870,6111,5,34270848,-118743638,6800,"1111",261,61110080.011,27110,2061,97118,8,1964,188117,376234,2015,188117,4377.3
"1238539",11565349,3,3,3,1778,1778,6037,3,34040500,-118453000,6725,"010C",266,60372675.01101,12447,3101,96006,0,1980,278155,673958,2015,395803,8198.23
"1179491",11717502,1,2,1,1047,1047,6037,1,34014960,-118305064,4964,"0100",261,60372313.004005,12447,3101,96043,0,1922,64974,194644,2015,129670,2431.51
"567401",10982191,2,3,2,1570,1570,6037,2,34278260,-118389593,7558,"0100",261,60371041.241003,12447,3101,96368,0,1958,78661,213865,2015,135204,2739.08
"1508152",12078094,3,4,3,2227,2227,6037,3,34160011,-118222244,30160,"0100",261,60373009.013018,45457,3101,96325,0,1962,149908,749558,2015,599650,8348.35
"2187631",10826498,2,2,2,1072,1072,6037,2,34201600,-118436000,11363,"010E",266,60371271.042002,12447,3101,96414,0,1979,84500,105558,2015,21058,1377.18
"2137858",14060534,2.5,3,2.5,1536,1536,6059,2,33698091,-117945875,1894,"122",261,60590992.30203,8384,1286,97008,6,1971,100652,249369,2015,148717,2955.34
"177627",12988603,3,4,3,1638,1638,6037,3,34079553,-117964681,3934,"0100",261,60374052.022002,10241,3101,96465,0,2004,289948,440721,2015,150773,5537.65
"2864677",13064311,2,3,2,1280,1280,6037,2,34046499,-117783169,7131,"0100",261,60374033.171001,20008,3101,96506,0,1980,153069,281492,2015,128423,3564.98
"2002786",13020401,1,2,1,699,699,6037,1,34128348,-117916250,5651,"0100",261,60374044.012017,37015,3101,96464,0,1948,52970,183136,2015,130166,3105.15
"232021",12809980,2,2,2,1129,1129,6037,2,33993000,-117968000,209359,"010E",266,60374086.253004,45602,3101,96489,0,1972,93360,128794,2015,35434,3568.54
"908842",10839806,2,2,2,1501,1501,6037,2,34188976,-118451323,7504,"0100",261,60371278.061003,12447,3101,96420,0,1952,87200,436000,2015,348800,5627.85
"53725",12854459,3,4,3,1499,1499,6037,3,34017480,-117792810,7397,"0100",261,60374033.211001,24384,3101,96505,0,1987,136049,415745,2015,279696,5407.98
"1655263",11598638,1,2,1,1405,1405,6037,1,34038031,-118381114,6260,"0100",261,60372697.001003,12447,3101,96015,0,1931,51778,84597,2015,32819,1137.05
"1827481",14480182,2.5,3,2.5,1397,1397,6059,2,33594649,-117625944,2666,"122",261,60590320.534013,15554,1286,96993,0,1996,150826,235791,2015,84965,3552.44
"1148036",11149832,4,5,4,5729,5729,6037,4,34399769,-118428357,215180,"0101",261,60379200.431012,54311,3101,96401,0,1990,511672,980487,2015,468815,12517.93
"1953139",11729420,1,2,1,1608,1608,6037,1,34027969,-118315074,5959,"0100",261,60372220.012002,12447,3101,95999,0,1910,42335,211994,2015,169659,2767.98
"1714865",11610189,5,4,5,2683,2683,6037,5,34036352,-118409307,6374,"0100",261,60372693.00201,12447,3101,96045,0,1950,560989,2192957,2015,1631968,26728.9
"722983",12822649,3,3,3,3184,3184,6037,3,33954304,-118001368,28991,"0100",261,60375002.022,14634,3101,96173,0,1952,239138,607442,2015,368304,7584.78
"946239",12890294,1,2,1,1317,1317,6037,1,34064411,-117764847,10425,"0100",261,60374023.012005,20008,3101,96508,0,1947,82327,169671,2015,87344,2333.52
"177026",11824257,1,2,1,896,896,6037,1,34049156,-118186544,6960,"0100",261,60375308.014,17882,3101,96044,0,1929,41913,183143,2015,141230,2792.61
"1016847",11980354,2,2,2,2018,2018,6037,2,34067300,-118287341,8978,"0100",261,60372111.202002,12447,3101,96001,0,1942,120939,293024,2015,172085,3719.87
"140761",12307070,1,2,1,944,944,6037,1,33969344,-118215735,6017,"0100",261,60375347.001003,39076,3101,96110,0,1924,13641,37076,2015,23435,1003.28
"8354",12651250,1,3,1,1352,1352,6037,1,33734297,-118302145,6156,"0100",261,60372970.004,12447,3101,96221,0,1926,20167,54211,2015,34044,848.53
"2248",10973515,2,3,2,1108,1108,6037,2,34287650,-118415440,6262,"0100",261,60371042.012002,12447,3101,96366,0,1958,129580,264544,2015,134964,3393.94
"1182702",12562256,1,0,1,664,664,6037,1,33767000,-118187000,20451,"010E",266,60375760.01205,46298,3101,96236,0,1923,29262,146312,2015,117050,1921.3
"1820292",11942876,4,5,4,5062,5062,6037,4,34086492,-118272404,19116,"0101",261,60371954.004008,12447,3101,96007,0,1912,230918,428296,2015,197378,5472.45
"978252",14144004,2,3,2,2207,2207,6059,2,33880729,-117985054,15000,"122",261,60591106.042017,10608,1286,96181,5,1959,128101,512100,2015,383999,6045.16
"634409",13013160,3,3,3,1968,1968,6037,3,34150862,-117949017,8548,"0101",261,60374300.032005,24435,3101,96270,0,1980,234531,366531,2015,132000,5090.79
"777775",11680023,4,4,4,3344,3344,6037,4,34043207,-118681878,23544,"0100",261,60378005.041021,12520,3101,96116,0,1976,961048,2358237,2015,1397189,27829.17
"2692724",10801240,2,2,2,1166,1166,6037,2,34174047,-118523997,5499,"0101",261,60371392.002003,12447,3101,96349,0,1949,44454,93841,2015,49387,1235.9
"1771870",10874914,2,4,2,1828,1828,6037,2,34217202,-118400740,8100,"0101",261,60371210.101004,12447,3101,96450,0,1948,179189,372059,2015,192870,4678.11
"1673739",12495072,2,4,2,1775,1775,6037,2,33816184,-118131106,5518,"0100",261,60375741.005006,46298,3101,96242,0,1950,120303,350967,2015,230664,4328.8
"77299",11195915,2,3,2,1050,1050,6037,2,34586425,-118128490,6845,"0100",261,60379104.021003,40227,3101,97328,0,1980,96000,134000,2015,38000,2623.08
"1577146",17147141,2.5,4,2.5,2211,2211,6111,2,34209405,-119206566,7005,"1111",261,61110029.051034,13150,2061,97101,8,1985,188410,289855,2015,101445,2122.18
"2209211",12669174,3,3,3,1566,1566,6037,3,33810705,-118385274,93795,"010C",266,60376513.044006,33612,3101,96123,0,1978,201000,703000,2015,502000,9181.5
"11631",14184247,3,4,3,2115,2115,6059,3,33878938,-117832438,6240,"122",261,60590218.202014,21412,1286,97078,0,1988,173283,650626,2015,477343,7605.5
"893677",10773214,2,3,2,1320,1320,6037,2,34203673,-118578476,7319,"0100",261,60371347.102007,12447,3101,96341,0,1955,77620,359032,2015,281412,4556.82
"2210907",13048975,2,4,2,1848,1848,6037,2,34116581,-117752475,15851,"0101",261,60374016.012021,39308,3101,96494,0,1977,170871,293478,2015,122607,3621.61
"2823078",14500761,3,2,3,1941,1941,6059,3,33654178,-117631563,4625,"122",261,60590320.482015,12773,1286,96996,0,1996,245355,684000,2015,438645,6863.04
"2530321",11050505,2,4,2,1356,1356,6037,2,34274145,-118479188,8366,"0100",261,60371092.002006,12447,3101,96370,0,1955,123636,395260,2015,271624,4941.75
"1810945",14032116,2,4,2,2039,2039,6059,2,33740338,-117963632,6000,"122",261,60590992.222001,34780,1286,96990,9,1969,74760,106715,2015,31955,1703.72
"2776183",13932236,2,4,2,1241,1241,6059,2,33799637,-117945544,7398,"122",261,60590883.013007,24832,1286,97047,7,1958,74990,451091,2015,376101,5642.1
"1252226",11146688,2,3,2,1572,1572,6037,2,34438075,-118403162,6814,"0100",261,60379108.072004,54311,3101,96401,0,1969,51584,67270,2015,15686,1386.45
"422240",12000829,1,1,1,1009,1009,6037,1,34089400,-118371000,32041,"010E",266,60377003.004001,48424,3101,96050,0,1970,92231,177056,2015,84825,2458.09
"416039",11568883,2,2,2,1102,1102,6037,2,34053000,-118464000,14964,"010E",266,60372643.011,12447,3101,96030,0,1991,148017,341280,2015,193263,4216.75
"1560952",14190577,3,4,3,2538,2538,6059,3,33873368,-117795417,13500,"122",261,60590218.163006,21412,1286,97078,9,1974,207667,880000,2015,672333,10003.92
"1992306",11095138,2,2,2,890,890,6037,2,34220400,-118594000,107880,"010E",266,60371132.342006,12447,3101,96339,0,1964,31097,46015,2015,14918,649.06
"1888583",14177958,1.5,4,1.5,1319,1319,6059,1,33869062,-117875638,5200,"122",261,60590117.212011,26531,1286,97068,7,1971,80673,133454,2015,52781,2024.64
"2624694",12561534,1,1,1,623,623,6037,1,33769700,-118185000,7493,"010C",266,60375762.003015,46298,3101,96236,0,1968,83000,209000,2015,126000,3026.96
"611517",10892342,3,4,3,1681,1681,6037,3,34174524,-118385394,6749,"0101",261,60371241.023006,12447,3101,96446,0,1948,180110,319880,2015,139770,4028.93
"248153",13086092,3,3,3,1850,1850,6037,3,34022869,-117898908,6504,"0101",261,60374081.341009,14542,3101,96525,0,1976,232131,490377,2015,258246,6394.68
"702352",11267009,2,3,2,1214,1214,6037,2,34663204,-118196470,7208,"0100",261,60379010.103009,5534,3101,97319,0,1970,45371,52689,2015,7318,1410.04
"2315079",13865331,2,3,2,1349,1349,6059,2,33674014,-117990222,3694,"122",261,60590993.053002,25218,1286,96966,5,1973,53651,92847,2015,39196,1295.26
"958388",12219885,2,3,2,1300,1300,6037,2,33941611,-118258712,5393,"0100",261,60372408.002,12447,3101,95983,0,1925,57156,150217,2015,93061,2079.65
"1577586",17270361,2,3,2,1532,1532,6111,2,34177660,-118943429,8500,"1111",261,61110059.013013,34278,2061,96351,6,1969,236284,472568,2015,236284,4984.06
"710608",14146363,2,4,2,1996,1996,6059,2,33911190,-117943946,9900,"122",261,60590017.052006,18874,1286,96186,8,1972,84708,114325,2015,29617,1532.08
"2582826",13925029,2,3,2,1736,1736,6059,2,33797676,-118076299,8892,"122",261,60591100.062008,46314,1286,96218,7,1959,92890,495677,2015,402787,6072.74
"1016317",11850777,1,3,1,1026,1026,6037,1,34039358,-118139878,5791,"0100",261,60374827.022011,6021,3101,96496,0,1948,161961,472569,2015,310608,6541.91
"2882187",14441590,2,2,2,954,954,6059,2,33469548,-117689717,2400,"122",261,60590423.134003,17686,1286,96961,4,1961,62574,262623,2015,200049,7319.08
"1187017",14332083,2.5,3,2.5,2242,2242,6059,2,33733466,-117792370,3488,"122",261,60590525.242002,27491,1286,97018,0,1997,264068,351833,2015,87765,4556.36
"1849823",11932829,2,3,2,1408,1408,6037,2,34082307,-118078174,5462,"0100",261,60374322.01201,54212,3101,96510,0,1957,187800,555000,2015,367200,7146.77
"2394762",17206592,2.5,4,2.5,1455,1455,6111,2,34296532,-118845814,2178,"1128",265,61110076.143004,25974,2061,97097,8,1981,131159,262318,2015,131159,2954.96
"1391606",12663151,4,4,4,2711,2711,6037,4,33840898,-118378342,9422,"010C",266,60376213.011003,33612,3101,96123,0,1990,267827,839923,2015,572096,10136.96
"2619184",11034226,2,3,2,1232,1232,6037,2,34233763,-118432986,6300,"0100",261,60371198.004,12447,3101,96361,0,1952,26495,54416,2015,27921,784.32
"1557933",14042254,2.5,4,2.5,2277,2277,6059,2,33729173,-118018777,6006,"122",261,60590994.062002,25218,1286,96965,8,1965,115508,681366,2015,565858,7856.06
"2749768",12420742,3,4,3,2828,2828,6037,3,33857024,-118053725,5549,"0100",261,60375545.191003,10774,3101,96206,0,1972,282053,514961,2015,232908,5985.87
"1201498",14248147,2,4,2,1634,1634,6059,2,33764052,-117846636,6510,"122",261,60590754.043011,47568,1286,97005,7,1965,93216,168442,2015,75226,2253.22
"2526602",11185797,3,4,3,3054,3054,6037,3,34611209,-118191549,7204,"0101",261,60379102.101034,40227,3101,97329,0,2000,291333,364190,2015,72857,5460.48
"317089",11760351,2,3,2,1408,1408,6037,2,33995963,-118263338,4668,"0100",261,60372292.002006,12447,3101,95992,0,1983,109289,202962,2015,93673,2542.98
"938326",10781242,2,2,2,1242,1242,6037,2,34198838,-118543583,5306,"0100",261,60371325.011003,12447,3101,96364,0,1961,39959,74204,2015,34245,1000.93
"479778",11497497,3,2,3,1638,1638,6037,3,33873166,-118385663,6744,"010C",266,60376208.007008,19177,3101,96117,0,1995,283313,480014,2015,196701,5493.22
"2461496",12600519,3,3,3,1490,1490,6037,3,33826000,-118320000,174102,"010C",266,60376509.023006,54722,3101,96159,0,1979,207000,517000,2015,310000,5928.37
"1922839",11614314,2,1,2,1726,1726,6037,2,34047200,-118438000,47719,"010C",266,60372672.001008,12447,3101,96006,0,1980,277740,669106,2015,391366,8140.86
"1199907",13847481,1,3,1,1074,1074,6059,1,33720811,-117869355,5635,"122",261,60590742.003002,47568,1286,97007,5,1942,48036,267868,2015,219832,3380.46
"417144",17161783,1,3,1,1082,1082,6111,1,34201419,-119171063,7200,"1110",261,61110032.012031,13150,2061,97101,5,1953,49145,54878,2015,5733,635.42
"1422205",12856748,2,3,2,1536,1536,6037,2,33987579,-117976121,10519,"0100",261,60374085.032006,45602,3101,96489,0,1960,89866,112693,2015,22827,1663.95
"923010",17287235,3.5,4,3.5,3338,3338,6111,3,34194792,-118780944,11386,"1111",261,61110074.061014,53655,2061,96393,9,1988,682000,1365000,2015,683000,16856.86
"1941040",12456120,3,2,3,1664,1664,6037,3,33852840,-118172352,7400,"0100",261,60375706.021007,46298,3101,96239,0,1947,124682,255757,2015,131075,3208.08
"2523897",14008309,2,2,2,1157,1157,6059,2,33790598,-117975026,17152,"122",261,60590880.012007,24832,1286,97048,4,1909,28807,269579,2015,240772,5112.94
"1248214",12903786,3,5,3,3291,3291,6037,3,34094077,-117825134,12274,"0101",261,60374013.122011,33836,3101,96513,0,2002,463309,700826,2015,237517,8454.7
"130752",14235780,2,3,2,1553,1553,6059,2,33788442,-117837932,8158,"122",261,60590758.052013,33252,1286,97064,7,1953,40458,62839,2015,22381,932.7
"913189",12093786,4,4,4,3476,3476,6037,4,34172906,-118175036,15297,"0101",261,60374608.002004,47019,3101,96291,0,1940,522551,2194715,2015,1672164,25356.2
"1832119",11037487,2,3,2,1875,1875,6037,2,34252231,-118437884,6927,"0100",261,60371190.025007,12447,3101,96361,0,1980,161626,256588,2015,94962,3187.5
"2798549",11260203,2,3,2,1056,1056,6037,2,34640821,-118217245,9483,"0100",261,60379103.012008,5534,3101,97319,0,1958,34200,143000,2015,108800,1846.79
"2076255",12825391,2,3,2,1652,1652,6037,2,33930152,-118000533,6145,"0100",261,60375035.022004,14634,3101,96172,0,1955,97821,258537,2015,160716,3285.73
"1624267",11202526,2,4,2,1564,1564,6037,2,34584590,-118077457,6604,"0100",261,60379106.012009,40227,3101,97328,0,1987,112870,141087,2015,28217,2573.38
"1360749",12416613,2,4,2,1565,1565,6037,2,33871169,-118092651,5450,"0100",261,60375545.211027,10774,3101,96206,0,1969,103821,182327,2015,78506,2277
"1919535",17265283,2,3,2,1802,1802,6111,2,34179913,-118917922,7405,"1111",261,61110059.082009,34278,2061,96351,7,1979,143414,220623,2015,77209,2337.62
"1066572",13989022,3,3,3,2143,2143,6059,3,33828284,-117964380,9630,"122",261,60590871.011008,16764,1286,97023,7,1957,65562,94052,2015,28490,1394.96
"1610658",11642589,1,1,1,1183,1183,6037,1,34068341,-118425515,85005,"010C",266,60372651.002002,12447,3101,96005,0,1961,197478,326468,2015,128990,3957.96
"2451211",14477648,3,3,3,3374,3374,6059,3,33641050,-117632887,6600,"122",261,60590320.342011,12773,1286,96996,0,1987,288786,862209,2015,573423,8802.92
"2329534",13034447,2,3,2,964,964,6037,2,34123522,-117866494,5717,"0101",261,60374039.011,11626,3101,96485,0,1955,117433,322512,2015,205079,3903.36
"23082",12626639,2,3,2,1392,1392,6037,2,33792384,-118280719,5161,"0100",261,60372943.012003,12447,3101,96228,0,1962,142077,286801,2015,144724,3590.64
"2090403",12633986,2,3,2,864,864,6037,2,33789931,-118246548,4801,"0100",261,60372946.202005,12447,3101,96228,0,1952,77755,213200,2015,135445,2657.14
"1109809",12864387,2,3,2,1773,1773,6037,2,34109336,-117730666,10106,"0100",261,60374018.002033,30908,3101,96469,0,1959,64031,75834,2015,11803,1416.62
"1636797",17216857,2.5,4,2.5,1838,1838,6111,2,34211979,-118830757,23463,"1111",261,61110075.092001,34278,2061,96385,7,1976,153884,187495,2015,33611,2285.9
"769825",14120989,2,4,2,1370,1370,6059,2,33841316,-118031736,6163,"122",261,60591103.041004,10608,1286,96180,8,1956,79044,171512,2015,92468,2186.76
"180048",10821093,2,2,2,1430,1430,6037,2,34216711,-118503786,7805,"0101",261,60371311.001009,12447,3101,96415,0,1952,87335,330152,2015,242817,4156.61
"1344696",12132801,2,3,2,1679,1679,6037,2,34160974,-118062746,7710,"0101",261,60374305.025003,47695,3101,96278,0,1976,140511,262999,2015,122488,3315.89
"2252031",12202118,2,4,2,1566,1566,6037,2,33964909,-118263460,5744,"0100",261,60372398.013007,12447,3101,95982,0,1926,93977,228767,2015,134790,2960.31
"29096",14455366,5.5,5,5.5,5436,5436,6059,5,33482076,-117590427,7737,"1",261,60590320.231023,13693,1286,96983,0,2007,1017670,1655280,2015,637610,25176.14
"2586048",17120888,3,4,3,2932,2932,6111,3,34219571,-119168749,6000,"1111",261,61110031.001035,13150,2061,97107,8,2003,270965,541931,2015,270966,6847.66
"1430546",11118014,2,3,2,1529,1529,6037,2,34435800,-118533986,7260,"0100",261,60379201.122008,54311,3101,96377,0,1975,132061,230581,2015,98520,3512.29
"2490316",12356461,1,2,1,628,628,6037,1,33986930,-118179575,7782,"0100",261,60375337.012006,32753,3101,96119,0,1921,4138,89828,2015,85690,1569.6
"2441983",11335407,2,3,2,1922,1922,6037,2,34658556,-118388420,15381,"0100",261,60379012.101045,25468,3101,97316,0,1981,99898,133197,2015,33299,1710.32
"2155736",12381378,3,3,3,1642,1642,6037,3,33998200,-118118000,30635,"010C",266,60375320.022009,25953,3101,96192,0,2007,151000,397000,2015,246000,6567.57
"264155",14108005,2,3,2,1056,1056,6059,2,33815646,-118060008,2178,"122",261,60591101.062009,44833,1286,96185,6,1969,76239,427000,2015,350761,5064.7
"2367993",11428044,2,2,2,1106,1106,6037,2,33917630,-118315068,3514,"010D",269,60376027.001023,42150,3101,96107,0,1997,130300,375000,2015,244700,5255.05
"1512765",13938014,2,3,2,2357,2357,6059,2,33793528,-117809437,7000,"122",261,60590219.132005,33252,1286,97067,6,1964,150712,373859,2015,223147,4196.08
"1846118",10859570,3,4,3,2356,2356,6037,3,34164146,-118432323,8523,"0101",261,60371287.021,12447,3101,96424,0,1948,99723,144780,2015,45057,1872.59
"1383823",17197593,4.5,5,4.5,3603,3603,6111,4,34262975,-118901200,7603,"1111",261,61110076.072011,25974,2061,97097,9,1988,467801,779793,2015,311992,8608.4
"2713662",12482294,2,3,2,1100,1100,6037,2,33854608,-118136971,7428,"0100",261,60375708.005011,12292,3101,96212,0,1950,74552,207093,2015,132541,6108.31
"2215314",11041777,3,5,3,2025,2025,6037,3,34242147,-118457032,101198,"01DC",266,60371171.011002,12447,3101,96369,0,2006,192879,401804,2015,208925,5536.93
"1610621",11633753,2,2,2,1200,1200,6037,2,34090300,-118378000,15494,"010E",266,60377005.021002,48424,3101,96050,0,1964,193958,502058,2015,308100,6246.13
"1718766",12626917,2,2,2,1189,1189,6037,2,33791893,-118270260,6648,"0100",261,60372942.003007,12447,3101,96228,0,1954,102258,215212,2015,112954,2722.17
"513474",12531550,1,1,1,848,848,6037,1,33760500,-118124000,24711,"010E",266,60375776.035014,46298,3101,96237,0,1965,139620,461828,2015,322208,5722.64
"2228404",14443779,2,3,2,1929,1929,6059,2,33457999,-117609402,5564,"122",261,60590421.121005,13693,1286,96983,0,1998,240840,595708,2015,354868,6140.3
"1128879",10712902,2,4,2,2110,2110,6037,2,34221979,-118640935,13760,"0100",261,60371132.311035,12447,3101,96339,0,1964,195597,589149,2015,393552,7373.22
"510930",11921047,1,2,1,944,944,6037,1,34124156,-118083856,6479,"0100",261,60374800.022005,33837,3101,96514,0,1938,93508,467563,2015,374055,6774.3
"310680",14740057,2.5,2,2.5,1152,1152,6059,2,33601593,-117741277,2604,"34",266,60590626.351003,37086,1286,96974,0,1989,113135,389632,2015,276497,3905.2
"131233",14376144,2,3,2,1144,1144,6059,2,33610415,-117697243,7200,"122",261,60590320.141028,32380,1286,96962,5,1964,89054,194821,2015,105767,2056.72
"2683579",12408812,2,3,2,1460,1460,6037,2,33882734,-118099822,6472,"0100",261,60375545.213002,10774,3101,96206,0,1977,134623,286111,2015,151488,3422.96
"2843829",11481260,1,3,1,1263,1263,6037,1,33920541,-118374950,5028,"0100",261,60376022.004034,42150,3101,96107,0,1950,173396,525289,2015,351893,6896.62
"2909480",13091313,3,3,3,2144,2144,6037,3,34031302,-117885058,8599,"0101",261,60374034.081001,34636,3101,96522,0,1984,263778,452329,2015,188551,5974.22
"2733572",14485625,2.5,4,2.5,2763,2763,6059,2,33624548,-117604357,6336,"122",261,60590320.561001,15554,1286,96993,0,1999,285603,674849,2015,389246,7984.74
"2098500",10809848,3,3,3,3161,3161,6037,3,34156743,-118599180,9372,"0100",261,60371380.003,12447,3101,96387,0,1987,384126,758210,2015,374084,9393.95
"810937",12498192,2,3,2,1575,1575,6037,2,33803138,-118199016,6176,"0100",261,60375731.00401,46298,3101,96240,0,1939,116348,224551,2015,108203,2831.55
"659218",11768575,1,3,1,1360,1360,6037,1,34005446,-118260977,5120,"0100",261,60372286.001003,12447,3101,95992,0,1908,93862,185418,2015,91556,2332.68
"2866205",14164210,2,3,2,1340,1340,6059,2,33898823,-117815498,13952,"122",261,60590218.025,21412,1286,97078,6,1973,113328,615000,2015,501672,7501.72
"9246",12850235,1,2,1,836,836,6037,1,33988300,-117909000,6341,"010C",266,60374086.261,22827,3101,96492,0,1971,113013,174079,2015,61066,2402.87
